,client_id,visit_id,visitor_id,treatment_group,total_steps,backward_steps,error_rate
10047,1749068,901045844_47938246001_351009,304403662_4010871526,Control,5,0,0.0
10048,1749085,207559575_35415946395_839751,823252903_20056423460,Control,4,0,0.0
10049,1750217,147997073_4222418262_683727,735305712_45694390572,Control,4,0,0.0
10050,1750910,651406138_71233900187_937360,179221135_22563312421,Control,5,0,0.0
10051,1751041,422906481_58083718507_505242,469312074_76166622818,Control,5,0,0.0
10052,1751190,429057610_54242919521_737814,386454735_39658006324,Test,4,1,25.0
10053,1751419,378045113_61340582136_253374,430257493_4386494712,Test,5,0,0.0
10054,1751674,98482079_7307641373_683091,670445700_89189940902,Test,5,0,0.0
10055,1751757,59500441_49149958457_558680,816827911_54172224793,Test,7,1,14.285714285714285
10056,1751888,468839994_29869633582_254736,191568480_99503739895,Control,5,0,0.0
10057,1751985,367331643_73206718643_751443,596962383_56908524452,Test,4,0,0.0
10058,1752038,163466027_7364512283_998137,448586380_78991147479,Control,5,0,0.0
10059,1752209,535602677_44186247363_681066,946328013_45736980373,Test,7,1,14.285714285714285
10060,1752228,408629476_73501278701_480272,589854873_32923683665,Control,5,0,0.0
10061,1752228,569794619_11520536533_125113,970750522_35764953311,Control,2,0,0.0
10062,1752252,119865614_69146998520_733238,99973828_48380995015,Control,6,0,0.0
10063,1752337,625510984_34362756503_551757,548906381_20092394353,Test,5,0,0.0
10064,1752343,774031358_5689142710_271570,779450246_86854401066,Test,2,0,0.0
10065,1752365,393881825_33091421380_693922,742228796_6407150805,Control,2,0,0.0
10066,1752365,557351062_50421667898_912949,742228796_6407150805,Control,5,0,0.0
10067,1752366,455572702_48157943000_588692,794991506_96493631109,Test,5,0,0.0
10068,1753466,263642759_62707033306_738968,930363488_14903691655,Test,2,0,0.0
10069,1753466,386045062_92336702002_87993,603257173_53310201312,Test,3,0,0.0
10070,1753466,903707123_52286170098_448668,930363488_14903691655,Test,3,0,0.0
10071,1753569,602666282_59632564719_297674,38140188_70562769080,Control,5,0,0.0
10072,1753735,371362749_23491969439_307294,652023296_84815174336,Test,3,0,0.0
10073,1753735,471135230_14955830660_853103,652023296_84815174336,Test,12,3,25.0
10074,1753961,633370571_27718655716_743847,955783208_75429919772,Test,5,0,0.0
10075,1754059,770995099_12672110901_33229,737308606_12405235792,Test,5,0,0.0
10076,1754410,488349596_77229987045_203151,866649694_78822617031,Control,6,0,0.0
10077,1754413,464464679_24160810776_386485,374679022_12769443373,Control,5,0,0.0
10078,1754463,541201138_46034609270_633429,465354711_52073023908,Test,5,1,20.0
10079,1754463,700440063_64084469643_314061,634076418_48052495539,Test,9,2,22.22222222222222
10080,1754536,276498150_48714655317_213020,805149854_76906586863,Control,7,0,0.0
10081,1754536,354629142_78515999389_923593,664938669_44708875028,Control,7,1,14.285714285714285
10082,1754950,167028466_78609204042_938962,88214840_59852001958,Test,3,0,0.0
10083,1754960,494628456_40821714084_250669,227256826_23529856180,Test,7,3,42.857142857142854
10084,1755496,174412456_5739427317_374285,755498941_11504355162,Test,5,0,0.0
10085,1755830,204925597_3808911476_750562,156751831_34990928578,Test,5,0,0.0
10086,1755878,607188658_50958580033_929103,845433219_62765802657,Test,6,0,0.0
10087,1756474,3209775_7912445854_210178,605600781_24304115798,Test,5,0,0.0
10088,1756474,719440162_19974761582_399183,605600781_24304115798,Test,2,0,0.0
10089,1756474,794785100_70038698121_614157,605600781_24304115798,Test,2,0,0.0
10090,1756570,408735174_34447462759_243288,130373649_96751048725,Control,5,0,0.0
10091,1756663,191508818_77551478139_172674,927287029_26883558198,Control,3,0,0.0
10092,1757044,525065228_17686858984_807570,816510347_24873180597,Control,7,1,14.285714285714285
10093,1757044,659038446_88377470733_839661,816510347_24873180597,Control,3,0,0.0
10094,1757044,71838789_36190596445_247680,816510347_24873180597,Control,2,0,0.0
10095,1757163,715855741_89025917290_208680,241056576_85842358137,Control,5,1,20.0
10096,1757187,126443228_19348962919_389297,255469597_93345075203,Test,5,0,0.0
10097,1757187,175357627_66381923654_339805,255469597_93345075203,Test,4,0,0.0
10098,1757492,767700889_34206097583_936179,107933613_34790062692,Test,8,1,12.5
10099,1757979,568053268_89002665237_437370,267217096_89852478413,Control,4,0,0.0
10100,1757979,615368373_50463998069_285398,590546101_39788917827,Control,4,0,0.0
10101,1757979,842056679_10421556680_971938,590546101_39788917827,Control,4,1,25.0
10102,1757979,879324922_87982531931_478586,13328695_82389153557,Control,6,1,16.666666666666664
10103,1758144,587944257_70969388275_736286,439006291_84099958048,Test,2,0,0.0
10104,1758289,888663989_51747577488_857982,893406263_75803196234,Control,5,0,0.0
10105,1758532,773205560_53804742017_179851,332504960_37513304028,Test,4,1,25.0
10106,1759261,274813965_92508413093_235811,416589894_81305510642,Control,6,0,0.0
10107,1759431,984142538_178838423_851142,725510380_78566958995,Test,8,1,12.5
10108,1759700,375258966_48377392250_804380,318778180_32584861755,Control,7,1,14.285714285714285
10109,1759759,215690507_20045836452_857801,846328325_1198019281,Control,2,0,0.0
10110,1759997,278737464_24574732585_487029,991091860_9546925227,Control,2,0,0.0
10111,1759997,650609560_99293020598_306826,717458796_57577708502,Control,5,0,0.0
10112,1760254,635296961_9845538646_590612,326449329_88688348014,Test,5,0,0.0
10113,1760804,109178287_58305095407_449125,383020260_75290360646,Test,5,0,0.0
10114,1760947,572015794_57106701405_75843,299425629_75097003212,Test,8,1,12.5
10115,1760972,547225952_59690106900_551670,651754357_95143458400,Control,10,3,30.0
10116,1761728,947521552_88276792008_73880,607593373_23540222825,Control,3,0,0.0
10117,1761728,949349489_25759092340_102046,607593373_23540222825,Control,5,0,0.0
10118,1761788,678581792_76867784543_775904,963323948_20907737225,Test,3,1,33.33333333333333
10119,1761865,733935314_49751954350_658962,728978252_97442225761,Test,5,0,0.0
10120,1762003,255904323_79130854113_929297,644715396_46767276556,Test,6,2,33.33333333333333
10121,1762647,218861868_74814666745_574390,209917398_89891621453,Test,2,0,0.0
10122,1762647,479163470_26484580735_628161,939415703_40718744657,Test,2,0,0.0
10123,1762647,499440059_5034955964_185875,354100829_76873977634,Test,4,0,0.0
10124,1762647,52792009_6552204542_875920,73686371_20572738599,Test,2,0,0.0
10125,1762647,542750247_31410789624_2129,388631205_45385369066,Test,6,0,0.0
10126,1762647,711178816_43031503409_593476,310890010_74653880606,Test,4,0,0.0
10127,1762647,831504512_68359765371_748087,939415703_40718744657,Test,3,0,0.0
10128,1763151,132724635_8166928438_517985,231087336_6769141452,Test,5,0,0.0
10129,1763163,477542399_45579522182_513882,315275216_22453238871,Control,9,1,11.11111111111111
10130,1763424,170296825_31031973256_757651,890680637_2629853931,Test,7,3,42.857142857142854
10131,1763497,769303567_30098659775_926016,730075505_11208651659,Test,7,0,0.0
10132,1763518,48579448_52752486154_523724,262919930_42636713388,Control,5,0,0.0
10133,1763518,6770727_22996437920_858774,262919930_42636713388,Control,4,0,0.0
10134,1763978,871163199_14754943492_254683,563039740_92523645981,Control,5,0,0.0
10135,1764441,181661441_31446288613_271233,176657757_3960796648,Control,2,0,0.0
10136,1764441,722202201_99241165636_726830,176657757_3960796648,Control,2,0,0.0
10137,1764469,428967728_72548390281_338546,212606780_55863973752,Control,5,0,0.0
10138,1764645,919524491_37634792293_723834,461360065_29437817256,Control,5,0,0.0
10139,1765202,15436381_2195799982_784904,257298891_96606905800,Test,4,1,25.0
10140,1765616,579658296_35147960651_381936,450666472_48967728235,Test,5,0,0.0
10141,1766394,342289951_92877783575_642522,229083934_98662848184,Control,5,0,0.0
10142,1766464,723255615_87878748301_225445,362733848_37977497657,Test,6,0,0.0
10143,1766464,912978911_87828567215_573773,362733848_37977497657,Test,5,1,20.0
10144,1766612,907705730_81077913460_317371,200980110_3299014522,Test,13,2,15.384615384615385
10145,1766845,210188070_3769421795_693819,979664518_54273815703,Control,2,0,0.0
10146,1766845,68011874_60719294054_757000,376276758_48371093608,Control,5,0,0.0
10147,1767070,86359258_21730689614_806105,995884598_14370390098,Control,5,0,0.0
10148,1767382,118310444_9582284224_266664,513717231_89078767671,Test,5,0,0.0
10149,1767556,146513825_716738834_374946,863768553_51942509507,Control,2,0,0.0
10150,1767602,850759667_6642597911_692069,147499496_79033521122,Test,6,0,0.0
10151,1767975,139876102_33702354476_65188,106286752_68872716545,Control,8,0,0.0
10152,1768187,898393586_378829363_13017,133423790_90216259182,Test,5,0,0.0
10153,1768221,489916283_5178544801_878613,539313635_51255806465,Control,5,0,0.0
10154,1768221,922019187_15663107763_252877,539313635_51255806465,Control,5,1,20.0
10155,1768510,39133814_94760077522_662208,970119851_48073101590,Test,3,0,0.0
10156,1768518,692102276_56103688980_845149,144370012_52965578433,Control,5,0,0.0
10157,1768550,380346487_46249115395_735301,893372600_85800288450,Test,7,1,14.285714285714285
10158,1768737,95554715_5437878947_820569,266270222_20444016797,Control,6,0,0.0
10159,1768887,78573861_56455512843_751494,195748203_90999057533,Test,11,1,9.090909090909092
10160,1768907,635628147_6087847480_552357,202612180_22226007695,Control,5,0,0.0
10161,1768966,975516924_69997758528_730735,435631707_7969770462,Control,5,0,0.0
10162,1769014,597649689_84968042355_902284,977872714_99594196878,Test,5,0,0.0
10163,1769016,33660540_87424340787_625767,298364413_67559036550,Control,6,0,0.0
10164,1769222,610426916_95941548207_507245,229193745_80422783453,Test,16,3,18.75
10165,1769630,669498019_44890626245_660624,242473670_47630353561,Control,5,0,0.0
10166,1769974,932869292_28186178130_135749,271358432_58832220568,Control,2,0,0.0
10167,1769974,942089957_65551662552_282993,271358432_58832220568,Control,6,1,16.666666666666664
10168,1770552,637945506_73573076826_441345,27474890_12834170420,Control,5,0,0.0
10169,1770619,413211805_79259727669_663355,913935941_49817671952,Test,2,0,0.0
10170,1770959,815715735_4441855731_569775,632298073_41067500692,Control,8,1,12.5
10171,1771091,34024862_78282538357_927524,20194583_47164130757,Control,5,0,0.0
10172,1771187,554652789_80458012148_707228,253593656_74822508494,Test,2,0,0.0
10173,1771547,846725790_12487144734_701100,715850663_33958607787,Test,3,0,0.0
10174,1771550,232941541_67433093360_16604,838388060_89354786763,Control,6,0,0.0
10175,1771561,540522177_95928629493_364363,295977714_52459266038,Test,4,0,0.0
10176,1771717,131127134_10557001700_360401,419808072_85568793158,Test,5,1,20.0
10177,1771717,530905524_26697488990_10968,419808072_85568793158,Test,2,0,0.0
10178,1772134,876631813_24826267247_497013,987220129_17532569817,Test,5,0,0.0
10179,1772218,118259902_74155391582_634397,201836032_98504628234,Control,4,1,25.0
10180,1772218,462386935_5257590033_249517,201836032_98504628234,Control,5,0,0.0
10181,1772241,274607915_729486445_504224,628900771_6033712174,Control,3,0,0.0
10182,1772370,455383050_17387350120_656514,914381795_82373160874,Control,2,0,0.0
10183,1772370,538330401_92753667674_791772,296900601_97619729459,Control,6,0,0.0
10184,1772370,652239930_25831282527_869345,973092193_63051309534,Control,14,1,7.142857142857142
10185,1772370,716187362_51825537181_389363,296900601_97619729459,Control,10,1,10.0
10186,1772370,930064025_81358622014_309675,13526195_89972639087,Control,2,0,0.0
10187,1772427,245947570_56768441803_154855,530547332_10882242636,Test,5,0,0.0
10188,1772597,231880616_47328785355_801747,693768577_27056893674,Test,5,0,0.0
10189,1772712,288696250_87165759481_75391,634182038_39002258232,Test,2,0,0.0
10190,1772712,920338135_97399324205_819510,634182038_39002258232,Test,6,2,33.33333333333333
10191,1772744,840287584_68786390677_813455,735734489_97754877868,Control,5,0,0.0
10192,1772874,187296605_63884847890_976750,549369688_60185452208,Test,5,0,0.0
10193,1772987,891893019_44878660813_758370,533897916_10307812950,Test,5,0,0.0
10194,1772995,42873963_26670311612_499871,139722616_3703129938,Test,10,0,0.0
10195,1773682,717070610_56403464610_107767,245132500_3290298388,Test,4,1,25.0
10196,1773846,989288377_1100573562_476580,105803348_97068296758,Control,5,1,20.0
10197,1773965,695664719_94970138574_128766,978381364_79133039784,Control,5,0,0.0
10198,1773965,898932674_93398614562_793967,978381364_79133039784,Control,3,0,0.0
10199,1774241,588874543_6033350914_946227,501369274_15795761524,Control,7,0,0.0
10200,1774638,453996591_11974687930_62004,62643218_67546124071,Control,10,2,20.0
10201,1774938,635009631_9983026060_588982,551318311_51678121764,Test,6,1,16.666666666666664
10202,1774938,817763526_90226419341_223648,551318311_51678121764,Test,6,1,16.666666666666664
10203,1774994,781654984_86659896172_331531,188926334_89611219422,Control,6,0,0.0
10204,1775032,590345692_60289735945_537464,227312817_98400605918,Test,5,0,0.0
10205,1775305,890189421_54354202380_722881,356315163_34521297220,Control,5,1,20.0
10206,1775650,538970310_34169332358_424145,496380450_67652609043,Control,5,0,0.0
10207,1775681,443354884_49481187817_561816,355272027_63298730049,Test,7,1,14.285714285714285
10208,1775686,258082411_86575224168_886921,542305965_22110107279,Control,3,0,0.0
10209,1775911,404800599_14018256477_533995,50701570_23542472446,Test,4,0,0.0
10210,1775911,882943518_91552761087_454552,706928632_20969579251,Test,4,0,0.0
10211,1775927,220545910_80264065744_181204,132086331_39300305749,Control,5,0,0.0
10212,1775927,287039169_7217846548_525234,132086331_39300305749,Control,4,1,25.0
10213,1775979,842607261_26806801732_926839,532768659_92187885709,Control,7,1,14.285714285714285
10214,1776124,732416178_35216127497_90784,734932421_2460891307,Test,7,0,0.0
10215,1776371,893880047_98855992407_386093,873883470_13429636926,Test,5,1,20.0
10216,1776535,429772638_56467604380_341763,490596874_47497101565,Control,5,0,0.0
10217,1777116,483100029_78090372725_741237,999037273_54706704742,Control,6,0,0.0
10218,1777437,101884417_53293783110_925967,455354993_43123342260,Control,3,0,0.0
10219,1777437,623772749_72585767383_590328,797799923_86250654418,Control,4,0,0.0
10220,1777512,741925605_90866009774_379103,843030132_64534164801,Control,5,0,0.0
10221,1777685,748998234_30635549971_895665,868229189_73798746300,Test,6,0,0.0
10222,1777983,6825760_10548826386_769507,364452494_47802152976,Test,5,0,0.0
10223,1778114,696438371_41704284011_321983,468097741_47347294683,Test,3,0,0.0
10224,1778114,824245137_690775689_161337,468097741_47347294683,Test,2,0,0.0
10225,1778253,81151846_56290514423_175397,245219029_48160142724,Test,4,0,0.0
10226,1778976,615463517_71576811030_306754,833948831_38902901910,Test,7,0,0.0
10227,1779333,41030616_2905669589_951159,235924548_61889154361,Test,5,0,0.0
10228,1779400,469946257_5086692694_638616,692754174_60163820504,Control,11,4,36.36363636363637
10229,1779464,83624762_31746603303_781088,890492232_60136039713,Test,5,0,0.0
10230,1779552,601675251_87044675008_782346,449895386_62973099965,Test,5,0,0.0
10231,1779685,688769440_28817545835_570419,970763156_35289727500,Test,7,1,14.285714285714285
10232,1779692,445753166_73200000776_400009,566127291_17639864377,Test,5,0,0.0
10233,1780184,687865053_6330086803_676998,687088234_91434877476,Test,7,1,14.285714285714285
10234,1780243,450206570_4664534847_404595,88375932_4742207761,Control,8,2,25.0
10235,1780732,437815040_69965701644_161698,896869179_80329358327,Control,2,0,0.0
10236,1780782,399907059_55348082303_18421,550591852_59502400635,Test,2,1,50.0
10237,1780782,876492420_10352066896_394647,774237162_35786767665,Test,5,0,0.0
10238,1780782,971063872_11538326240_772683,774237162_35786767665,Test,2,0,0.0
10239,1780782,983989539_47074560985_385480,550591852_59502400635,Test,2,0,0.0
10240,1780858,227307749_26909896805_820354,615559472_29670943967,Test,6,0,0.0
10241,1780858,600689000_53802784285_47549,615559472_29670943967,Test,6,0,0.0
10242,1780871,498824083_62612716092_876200,483709235_20951647823,Control,2,0,0.0
10243,1780871,864001309_59335496562_880497,483709235_20951647823,Control,7,1,14.285714285714285
10244,1781066,515870261_15300522331_649494,780257439_80985273633,Test,5,0,0.0
10245,1781127,416375385_27400047541_781709,516708988_90487772027,Test,5,0,0.0
10246,1781217,101657019_35350936910_130328,661826812_12127666854,Control,5,1,20.0
10247,1781226,213457143_88553824371_913048,776458535_82957242795,Control,6,0,0.0
10248,1781381,723248675_59643586796_940279,566082194_24936097864,Test,11,2,18.181818181818183
10249,1781381,984962891_37374842425_27357,566082194_24936097864,Test,7,3,42.857142857142854
10250,1781498,426207611_16521199859_105197,662989531_91543586639,Test,7,1,14.285714285714285
10251,1781660,474106908_36579598647_619422,899996671_18719379937,Control,3,0,0.0
10252,1781992,817603118_79446228517_37514,454812567_46664824463,Control,5,0,0.0
10253,1782140,696691036_73978703228_98766,469632723_44023640345,Control,5,2,40.0
10254,1782307,376716893_59442624865_148720,711758645_42473271340,Control,5,0,0.0
10255,1782604,342584119_72207737084_711852,425073815_96368685106,Test,6,0,0.0
10256,1782604,626688080_67201895427_662907,425073815_96368685106,Test,2,0,0.0
10257,1783016,450197943_243575330_369969,331283831_74824399639,Control,5,0,0.0
10258,1783054,598207046_74213834124_43231,560447833_72689150880,Test,6,0,0.0
10259,1783253,34259469_72536056801_51355,968826286_90611801639,Test,7,1,14.285714285714285
10260,1783398,214095772_97182069753_91749,392284189_60111413537,Control,5,1,20.0
10261,1783398,806513179_81934748214_33835,392284189_60111413537,Control,8,2,25.0
10262,1783574,253579643_28051962190_430317,67695593_54886679113,Test,7,1,14.285714285714285
10263,1783766,679354656_76099847517_79434,46465616_87294492278,Control,7,1,14.285714285714285
10264,1783799,216824954_95290017015_488113,669813010_23258531071,Test,10,1,10.0
10265,1784453,698208446_74981868417_608815,259764725_30782099429,Test,2,0,0.0
10266,1784712,564220952_90085487688_591014,150098892_54586712823,Control,7,1,14.285714285714285
10267,1784712,620477490_21008577529_146165,150098892_54586712823,Control,6,1,16.666666666666664
10268,1784712,760161151_14612529342_321698,150098892_54586712823,Control,4,1,25.0
10269,1784749,337758286_61902042740_850996,63170868_82700572241,Test,7,1,14.285714285714285
10270,1784856,117111954_72833573607_174665,208895182_76965199599,Control,7,1,14.285714285714285
10271,1785088,175032622_38464372298_562444,327923939_61156608316,Test,5,0,0.0
10272,1785552,203910136_59424445147_377974,975162426_15645783763,Test,2,0,0.0
10273,1785940,26205530_20395380783_993292,510922058_5291277592,Test,5,0,0.0
10274,1786005,828611218_86113848863_277062,711891208_1594977996,Control,5,0,0.0
10275,1786154,169148335_94491755099_264035,365514045_85366116120,Control,2,0,0.0
10276,1786154,671147205_58327957392_330752,365514045_85366116120,Control,4,1,25.0
10277,1786513,585199218_37024935703_17762,621617222_28266457917,Test,8,1,12.5
10278,1786699,895798673_9580486890_648037,11951649_65089918786,Control,4,0,0.0
10279,1786799,285225670_46956776506_887585,96674266_89251360148,Control,5,0,0.0
10280,1786877,366115274_4919888970_55576,787572898_99270136566,Control,8,1,12.5
10281,1787233,363756165_31456412204_864238,322469804_83489481425,Test,7,0,0.0
10282,1787584,249161782_56074527098_980708,693745201_62124050153,Control,4,0,0.0
10283,1787889,124520046_36689151827_509602,951250681_53071801611,Control,5,0,0.0
10284,1787893,77980260_51451569227_285802,152438790_80403309753,Control,10,2,20.0
10285,1787989,187909093_81798487079_775614,981698652_52463056148,Control,4,0,0.0
10286,1787989,444157277_82759642913_165730,981698652_52463056148,Control,6,0,0.0
10287,1788062,67485874_95482977350_473151,315784801_9604537257,Control,2,0,0.0
10288,1788062,944602896_47139867856_818706,315784801_9604537257,Control,2,0,0.0
10289,1788187,277241522_93216559618_240511,432057425_15498842197,Control,5,0,0.0
10290,1788187,42410303_33526433553_645414,432057425_15498842197,Control,2,0,0.0
10291,1788204,191416784_39620280125_290583,905079826_29122944334,Test,5,0,0.0
10292,1788664,372140581_36590365679_842898,340507540_38616243350,Test,3,0,0.0
10293,1788737,288762427_4908093152_662265,120271231_53030676100,Control,5,0,0.0
10294,1788838,991244009_75237724263_964769,365596139_11534415284,Control,8,1,12.5
10295,1788956,698699891_54514162106_322512,711186963_82017437472,Test,6,0,0.0
10296,1789128,412431199_14011671881_874383,232823648_95042707161,Control,2,0,0.0
10297,1789128,759613004_34269581332_174027,232823648_95042707161,Control,5,0,0.0
10298,1789332,10159198_84729287535_194650,752381637_79106758803,Test,2,0,0.0
10299,1789332,242325522_53757186491_429995,752381637_79106758803,Test,2,0,0.0
10300,1789332,550469140_81839509727_803933,752381637_79106758803,Test,5,0,0.0
10301,1789967,410511194_62669521353_517255,275676337_45218607184,Test,8,1,12.5
10302,1789996,592917596_68115200429_197785,472279772_27541600438,Test,7,1,14.285714285714285
10303,1789996,874971173_78118513192_393074,916054226_96619965328,Test,8,2,25.0
10304,1790128,160224073_3142011798_336793,516465873_65031848039,Test,2,0,0.0
10305,1790177,607061221_22472165196_814487,834666328_51529389545,Test,5,0,0.0
10306,1790672,411461194_86381216749_565025,530275237_99777388358,Control,5,0,0.0
10307,1790884,531502425_37581178975_444077,586132758_41315698285,Control,3,0,0.0
10308,1790884,920087253_48935425839_576127,554403396_3679303334,Control,4,0,0.0
10309,1790884,934879833_31843112547_258189,330597737_94580200597,Control,3,0,0.0
10310,1790923,32213038_49663525086_224220,371886560_38861806079,Control,5,0,0.0
10311,1790963,618935694_96584771177_387556,827547337_60652473428,Test,13,3,23.076923076923077
10312,1792329,891295961_99467648714_45428,671428351_54583245681,Test,5,0,0.0
10313,1792552,680535763_21467986372_967641,339507880_58752688605,Test,5,0,0.0
10314,1792599,341224303_40503792841_454495,511918921_6226668306,Control,2,0,0.0
10315,1792599,788566352_31424853689_593927,511918921_6226668306,Control,8,1,12.5
10316,1792992,567896724_38925707313_817142,787395234_45774569773,Test,4,1,25.0
10317,1793341,918508322_48820038_833721,167830965_90928904650,Control,5,0,0.0
10318,1794177,226299445_9892591324_355959,773101776_44232831947,Test,5,0,0.0
10319,1794555,388662143_79735925997_860323,522165507_38250457327,Test,8,1,12.5
10320,1794555,658925123_35812647482_139867,522165507_38250457327,Test,4,0,0.0
10321,1794872,832555442_41807431021_318223,191977836_236815140,Control,5,0,0.0
10322,1794890,657620395_69767684948_968020,552899752_13214002005,Control,5,0,0.0
10323,1794971,527788243_64928987819_36744,671602997_58886647249,Test,5,0,0.0
10324,1795072,449061972_98849414564_526997,255566687_10718052018,Control,7,0,0.0
10325,1795281,7825390_19156524971_445277,130218386_90113264930,Test,6,0,0.0
10326,1795358,419895421_11523062382_838965,38421720_40918560026,Test,11,1,9.090909090909092
10327,1795624,671214059_16281410809_838183,352990751_86862281943,Test,4,1,25.0
10328,1795648,402271972_25164108617_495117,88440713_65635647288,Test,5,0,0.0
10329,1795781,821586556_50350970845_755312,82057216_56330275457,Test,10,2,20.0
10330,1796021,324011800_54780686235_128008,902119711_57342798391,Test,8,1,12.5
10331,1796021,620058480_25903613651_631698,902119711_57342798391,Test,4,2,50.0
10332,1796120,7282403_98112819174_154124,439799472_10176646976,Test,5,0,0.0
10333,1796649,537096729_73624556681_24340,946315108_47284010033,Control,5,0,0.0
10334,1796939,784997834_46492078184_273307,988373252_13892567990,Test,4,1,25.0
10335,1796988,67302410_83013631444_739763,409614435_34119345628,Test,3,0,0.0
10336,1796988,868696929_82815133999_841012,409614435_34119345628,Test,11,1,9.090909090909092
10337,1797401,660529157_26392963039_523846,666958179_54922457246,Test,5,0,0.0
10338,1797401,77467125_59066565783_671878,190608205_67556294682,Test,4,0,0.0
10339,1797452,756013713_4038643461_400800,368943073_13150277699,Control,5,0,0.0
10340,1798396,803313211_33348130121_383374,691877160_61257574822,Control,6,0,0.0
10341,1798396,825991423_91478310450_885416,691877160_61257574822,Control,3,0,0.0
10342,1798507,445807829_90929832084_870195,400002875_99086131596,Control,5,0,0.0
10343,1798725,185597420_83120438361_74545,160524801_36169588121,Control,4,0,0.0
10344,1800729,925817495_50889691567_766663,746133936_86502445357,Test,12,3,25.0
10345,1802089,682075588_84262750136_843520,850777615_46785597350,Control,5,0,0.0
10346,1802255,428727097_14427053327_244500,956853585_18204549442,Test,5,1,20.0
10347,1803928,842986278_40671759738_652440,117397509_20331588119,Test,7,3,42.857142857142854
10348,1804569,468606415_93091296479_915982,550526367_43827591457,Control,5,0,0.0
10349,1804591,842370527_36328132737_326704,45424093_52512684404,Control,2,0,0.0
10350,1805764,270756719_74916099383_404685,124843998_55051326638,Control,5,0,0.0
10351,1805954,626975131_85407108629_552765,574751075_65901524334,Test,12,1,8.333333333333332
10352,1805960,456614688_88354819503_120286,890664306_63818573323,Test,2,0,0.0
10353,1806584,281379595_27841894596_573693,698400656_39779648776,Control,5,0,0.0
10354,1806750,630967378_84927087135_818027,799576159_66870566650,Control,2,0,0.0
10355,1806750,663891392_93032031129_581749,799576159_66870566650,Control,3,0,0.0
10356,1807086,857631986_41191569291_537835,102139985_23373460243,Control,5,0,0.0
10357,1807211,72431856_51177616885_826923,273426848_21086425519,Control,5,0,0.0
10358,1807324,974966005_9055566120_230720,549745939_72480686647,Test,5,0,0.0
10359,1807353,36191659_64269653177_491955,818862641_60262938827,Test,5,0,0.0
10360,1807611,102846212_50902509516_776918,532894672_87645508992,Test,6,1,16.666666666666664
10361,1807648,179171794_36468463430_505427,50134105_26370297395,Test,5,0,0.0
10362,1807878,152395114_67529232248_778375,749019413_21571470173,Test,8,1,12.5
10363,1808020,599640211_62242584834_92411,925212504_75154831541,Test,10,2,20.0
10364,1808273,467595308_99224825337_285972,427733299_78573438736,Control,5,0,0.0
10365,1808285,1923264_83206990996_561948,88898250_44015306373,Control,4,0,0.0
10366,1808285,453101478_24776631502_264505,18699988_10657825086,Control,7,0,0.0
10367,1808453,521692059_87402476675_909190,368572818_69378593075,Test,5,0,0.0
10368,1808926,529281732_45459401819_600978,597243249_12241326417,Control,7,1,14.285714285714285
10369,1809309,34408578_76903272135_477813,739209244_27625865340,Test,6,0,0.0
10370,1809326,203364770_78907081714_402777,586519709_61446335236,Control,3,0,0.0
10371,1809578,622396024_21973036352_427180,114591156_52455888462,Control,5,0,0.0
10372,1809691,679075025_13655166921_88329,537692925_64906704382,Test,2,0,0.0
10373,1809919,323007397_74904099079_672407,154573476_57841122557,Control,5,0,0.0
10374,1810029,322879730_3735174700_290396,220696916_13126242915,Control,3,0,0.0
10375,1810432,374296718_21269997923_692971,680547713_54462527179,Test,7,0,0.0
10376,1810442,547579304_66181599184_897106,961722146_39462272256,Test,5,0,0.0
10377,1810801,883727031_44526334059_767999,684145483_40047218948,Test,3,0,0.0
10378,1810978,804314057_19337436387_906484,320795780_44555413078,Test,5,0,0.0
10379,1810988,910692726_75636887389_523222,284358073_84819801098,Test,7,1,14.285714285714285
10380,1811237,287714047_42061218951_764276,611899915_36076675540,Control,5,0,0.0
10381,1811363,608137133_9635642302_867809,833819955_34138915963,Control,5,0,0.0
10382,1811650,627805007_77850482638_645820,860260744_17426408678,Control,7,1,14.285714285714285
10383,1811795,936144661_18685158625_162891,137981938_73783943965,Control,3,0,0.0
10384,1812263,904281563_36979368654_290644,74561999_19583117091,Test,7,1,14.285714285714285
10385,1812385,441456881_81173296012_648872,814971074_96762906851,Test,7,1,14.285714285714285
10386,1812385,647501027_24441808597_692939,814971074_96762906851,Test,6,1,16.666666666666664
10387,1812408,617854409_82456978485_682977,631114595_76400782717,Control,5,0,0.0
10388,1812459,492204363_67665718206_440781,889655438_12864222781,Test,5,0,0.0
10389,1812576,155261190_98313181318_336028,6456703_12896843339,Test,8,1,12.5
10390,1812764,756310643_976584489_263200,982554693_74568232299,Test,5,0,0.0
10391,1813047,959662068_10303308685_482703,110673327_3594289090,Test,6,0,0.0
10392,1813291,596538016_28754753204_393626,686457792_50130641082,Test,5,0,0.0
10393,1813423,764484285_94326144475_802817,648831135_90280879979,Test,2,0,0.0
10394,1813423,945455679_96107078005_573780,648831135_90280879979,Test,4,0,0.0
10395,1813966,124679837_20577388580_981396,792367573_24324493134,Control,2,0,0.0
10396,1813966,411781841_18388235287_404639,792367573_24324493134,Control,2,0,0.0
10397,1813966,802659605_30313788958_191263,3877692_23217898111,Control,9,2,22.22222222222222
10398,1814147,236993538_66056450882_43108,634136899_46843513960,Control,5,0,0.0
10399,1814290,561499692_89646693912_74613,897015438_25823765585,Test,5,1,20.0
