client_id,visit_id,treatment_group,num_backward_steps,total_steps,error_rate
421097,107601062_62932731109_515928,Test,1,7,0.14285714285714285
421124,993814343_78361969617_387820,Test,1,10,0.1
421209,393262279_29328638418_204860,Test,0,5,0.0
421223,593512507_2957604347_4319,Control,0,2,0.0
421287,651755141_40028862908_917310,Control,3,7,0.42857142857142855
421795,521372189_60635762036_931724,Control,0,5,0.0
421833,535963625_52466907562_915029,Control,0,2,0.0
422463,393408189_99889849194_489606,Control,0,4,0.0
422464,853130401_30955070448_642144,Test,1,4,0.25
422464,952128534_56643515699_932176,Test,0,5,0.0
422480,583018916_44987966313_508313,Control,0,2,0.0
422661,640366680_36246440167_201461,Control,0,5,0.0
423183,472393082_23951128246_234657,Control,0,5,0.0
423183,802604233_63707934498_142357,Control,0,2,0.0
423508,423114217_50481440010_11715,Control,0,5,0.0
423947,610191317_82924948884_62916,Test,0,4,0.0
423947,642058007_54237913505_183748,Test,2,9,0.2222222222222222
424206,475852062_88830659195_177241,Test,0,5,0.0
424267,156807961_72077619279_306645,Control,0,5,0.0
424267,857018239_64603464074_509025,Control,0,2,0.0
424592,33133837_91380305625_432564,Test,0,4,0.0
424592,479519672_31899029244_90108,Test,1,5,0.2
424592,908831829_51613790743_699074,Test,0,2,0.0
424760,240496571_14258889113_952285,Control,0,5,0.0
425398,85738431_7464766396_583099,Control,0,2,0.0
425532,446853204_59730863935_450438,Control,2,9,0.2222222222222222
425546,246647011_74875688087_524076,Test,1,5,0.2
425578,919488914_85848484052_172270,Test,0,2,0.0
425987,917357936_67979242846_948551,Control,0,4,0.0
425987,969655028_90263100161_771976,Control,0,8,0.0
426074,147461169_15359424251_954069,Test,0,7,0.0
426074,575415427_54082088762_256051,Test,2,9,0.2222222222222222
426074,999841812_92641758733_294220,Test,0,2,0.0
426092,993412283_31436538195_170564,Test,3,9,0.3333333333333333
426432,36940909_5708170050_12582,Control,3,11,0.2727272727272727
426756,440582363_20658002525_786513,Control,4,9,0.4444444444444444
426901,76655325_78885331272_888053,Test,0,5,0.0
427013,21993038_9820844788_511838,Test,0,2,0.0
427013,600269941_88776871508_348123,Test,1,9,0.1111111111111111
427194,139082368_73701020896_688988,Control,0,5,0.0
427512,54375289_13373960448_74708,Control,0,2,0.0
427628,458537879_61779119344_582931,Test,0,5,0.0
427824,203117863_71177229300_985675,Control,0,5,0.0
427931,134335122_65761242856_552652,Control,0,5,0.0
428064,313685750_32841260683_199588,Control,1,7,0.14285714285714285
428109,65693598_8318571356_506349,Test,1,6,0.16666666666666666
428135,200516424_54836997763_949512,Test,1,8,0.125
428135,809671952_77289055402_568042,Test,0,5,0.0
428170,851850934_74227197277_595754,Control,0,5,0.0
428188,105021761_97762713751_883613,Control,2,10,0.2
428201,13312403_60497033368_521010,Test,0,5,0.0
428485,374634994_76189337633_257210,Control,1,7,0.14285714285714285
428635,319821080_9631047549_121715,Control,0,5,0.0
428698,165707716_71621099069_818793,Control,2,9,0.2222222222222222
428852,42355622_76150953870_214656,Test,0,5,0.0
429189,817433476_93282114610_962946,Control,0,5,0.0
429351,286411845_10325116865_341737,Control,1,3,0.3333333333333333
429598,328717999_79746290457_845778,Test,0,6,0.0
429778,320527630_63766836366_742692,Test,1,6,0.16666666666666666
429805,501529740_93020830889_570492,Test,1,3,0.3333333333333333
429908,259231270_48824330289_272841,Test,0,5,0.0
430070,74938673_71933681330_982359,Test,0,5,0.0
430101,632654795_54339889927_753945,Test,0,5,0.0
430812,358233029_88282892729_637986,Control,0,5,0.0
430868,354573621_66561025237_42984,Control,0,5,0.0
430868,889858352_28199417564_268554,Control,0,5,0.0
431429,759631614_67354604516_597340,Test,0,5,0.0
431626,214471309_11489976472_512795,Test,0,5,0.0
431627,676388064_12318519490_589328,Test,0,5,0.0
431651,719713782_23939649404_352760,Control,1,7,0.14285714285714285
431793,311308465_73600218687_620021,Test,1,3,0.3333333333333333
432171,837426310_40624956630_941511,Control,0,5,0.0
432265,425222914_84582626005_668115,Control,2,11,0.18181818181818182
432606,932038746_33297522006_257837,Control,1,7,0.14285714285714285
432607,182886070_15163174241_44935,Test,1,7,0.14285714285714285
432789,243416848_88200918924_676220,Test,3,7,0.42857142857142855
432789,497356933_99360628493_492889,Test,0,5,0.0
432793,271446548_97155061611_589795,Control,0,5,0.0
432803,129369360_26151717802_201123,Control,1,7,0.14285714285714285
433098,773565250_67577573147_389841,Control,0,5,0.0
433332,792027713_79772440984_661563,Test,0,5,0.0
433417,125307255_70408885108_445142,Test,0,6,0.0
433443,248305953_10629376888_702077,Test,0,5,0.0
433443,974171808_70662092724_100622,Test,0,2,0.0
433814,276681281_23027529358_81791,Control,3,7,0.42857142857142855
434526,149891068_94675276095_220467,Control,0,3,0.0
434673,184110127_69838856450_996456,Test,0,5,0.0
434673,207020288_58627304556_301618,Test,0,4,0.0
434673,797010514_91760233988_371508,Test,1,5,0.2
434746,539852843_77180758990_317311,Test,2,12,0.16666666666666666
434941,62068610_79554968861_748020,Control,0,5,0.0
435340,96173393_28811739289_971619,Test,0,5,0.0
435580,392725846_54183010053_282235,Control,2,12,0.16666666666666666
435757,263885460_3870813267_118370,Control,0,2,0.0
435886,802704772_71232791975_109253,Test,1,6,0.16666666666666666
436146,447101141_68020291537_701708,Test,0,7,0.0
436352,545947010_54490896292_835348,Test,1,6,0.16666666666666666
437728,78378628_9269019215_119779,Control,0,5,0.0
437817,191495389_88743051474_606850,Control,0,2,0.0
437914,565789779_32502315685_32573,Test,1,8,0.125
438539,158109786_49585204257_730890,Test,0,5,0.0
438560,491971391_52805727214_378811,Test,0,2,0.0
438560,786577086_3578652722_745227,Test,0,3,0.0
438560,933422985_6044506748_195034,Test,0,2,0.0
438567,330543236_29863358529_771432,Test,0,4,0.0
438567,37555540_16278200283_590263,Test,2,6,0.3333333333333333
438567,711884648_43943594307_585328,Test,0,4,0.0
438567,787486191_38787201768_120150,Test,0,5,0.0
438567,818829841_87458477328_199580,Test,2,9,0.2222222222222222
438886,302872462_15599471118_154236,Test,0,5,0.0
438935,158352264_50992882794_799077,Test,0,2,0.0
438935,595398346_17695544611_987499,Test,0,2,0.0
438935,772257359_91895357346_686515,Test,0,3,0.0
438935,79275173_29718532819_131841,Test,0,2,0.0
438959,691800807_40565502266_521726,Test,0,5,0.0
439077,97723016_65890911037_812102,Test,0,4,0.0
439963,243499851_72527701876_92538,Test,0,7,0.0
439963,945695558_84135767281_952407,Test,3,7,0.42857142857142855
440275,452487715_97156500244_216777,Test,0,2,0.0
440279,467006792_27285988674_496959,Control,1,6,0.16666666666666666
440328,929916814_76887438181_254188,Test,0,6,0.0
440483,807838312_32475544694_704056,Test,0,5,0.0
440704,221505888_41970957990_473416,Test,1,9,0.1111111111111111
440758,931065572_52307589942_708369,Control,0,3,0.0
440861,389722431_99058676_138873,Test,1,11,0.09090909090909091
440861,521164099_42785907656_97788,Test,0,2,0.0
440861,934820983_33676599985_730403,Test,0,2,0.0
440861,968103136_18477220053_677902,Test,0,3,0.0
442079,975413571_14903758158_195143,Test,0,2,0.0
442320,813724309_31949928928_108048,Control,0,5,0.0
442340,435101661_68332681411_545455,Test,0,5,0.0
442772,48649676_89060397938_801434,Test,4,9,0.4444444444444444
442772,907518644_48171211868_850036,Test,0,6,0.0
443217,525902040_37509292562_54484,Control,0,3,0.0
443262,110697580_90775348822_953381,Test,0,3,0.0
443921,560914771_86489397992_450335,Test,0,5,0.0
444558,735011458_81556949208_563072,Control,0,5,0.0
444644,552311743_54925090450_522006,Test,4,9,0.4444444444444444
445481,14357356_65823937953_520453,Test,0,2,0.0
445794,228964015_59540418610_886997,Test,1,9,0.1111111111111111
446185,152626865_87596442761_684882,Control,0,6,0.0
446185,585594520_98256390178_871349,Control,0,3,0.0
446390,437260172_52184063101_292018,Test,0,3,0.0
446390,721691176_2109814394_218952,Test,1,4,0.25
446390,763391812_36050776784_477318,Test,0,2,0.0
446547,444530047_27888537231_533233,Control,0,4,0.0
446547,660602508_28005713405_576483,Control,0,4,0.0
446577,28954022_43371484912_101928,Test,1,9,0.1111111111111111
447087,68770357_19002787854_647758,Test,7,20,0.35
447329,279355354_9038473670_8054,Control,0,3,0.0
447439,350943611_99775113226_154481,Control,0,5,0.0
447488,486195276_60159311336_60164,Control,2,7,0.2857142857142857
447494,292134182_13870199250_759628,Control,0,6,0.0
447498,722638918_32196962016_407326,Control,0,5,0.0
447683,118773707_6825242344_189956,Control,0,5,0.0
447683,977176249_13152349473_940328,Control,0,5,0.0
447850,600878237_77529269593_439557,Test,1,10,0.1
448522,222353299_61648140372_131344,Test,0,6,0.0
448714,64934555_9668798559_481558,Control,1,7,0.14285714285714285
449421,175221143_81138034517_346528,Test,0,5,0.0
449709,216379335_32927729948_23604,Test,1,6,0.16666666666666666
449709,296688084_26935948962_184087,Test,0,6,0.0
450002,397783136_64827683914_280318,Test,0,5,0.0
450002,741106968_48298256305_585579,Test,1,3,0.3333333333333333
450232,792608701_21036150204_617077,Control,0,8,0.0
450423,433399114_30717746960_933625,Test,0,2,0.0
450423,74345324_53143449313_411379,Test,1,5,0.2
450614,918630297_30379097263_705657,Control,1,7,0.14285714285714285
450673,542481815_6360268774_333766,Test,0,5,0.0
450752,315192046_80951397446_7143,Control,0,2,0.0
450752,791569350_38259373773_722832,Control,0,3,0.0
451019,582116775_74185402128_597452,Control,0,5,0.0
451443,460653205_66326578873_486846,Control,1,9,0.1111111111111111
451603,535058949_84390152288_495628,Control,0,5,0.0
451682,173768477_5975177259_947009,Test,0,5,0.0
451805,816216397_39069036524_714356,Control,0,5,0.0
452274,627145810_55567536059_371161,Control,0,5,0.0
452359,896687935_68638801902_179436,Test,0,7,0.0
452359,978471595_12749806600_950406,Test,1,3,0.3333333333333333
452582,122426043_85411469332_329091,Test,0,3,0.0
452582,647316793_52597637707_718318,Test,2,8,0.25
452583,476925117_35899495549_62194,Control,0,5,0.0
452762,82115259_80757240794_506499,Test,0,2,0.0
452875,1635936_91509684309_169522,Control,1,4,0.25
452875,434325611_78127624887_210182,Control,2,8,0.25
452875,733999873_51602403090_491699,Control,2,6,0.3333333333333333
453167,668685249_94148574404_322047,Control,1,7,0.14285714285714285
453226,667553710_66870250277_455464,Test,0,6,0.0
453288,368957409_39862016712_429958,Test,1,5,0.2
453657,552457009_3851426138_945260,Control,0,2,0.0
453802,891097590_13545414026_707113,Test,1,3,0.3333333333333333
454148,666983000_39259636618_144764,Control,2,7,0.2857142857142857
454749,673760192_36691118895_841355,Test,0,4,0.0
454816,45704790_70265265437_253579,Test,0,5,0.0
455069,449133780_43218068931_648185,Test,0,5,0.0
455078,316970964_4136310417_100000,Test,0,7,0.0
455226,281025174_87781567142_594676,Test,0,5,0.0
455278,195354184_62415793368_440683,Control,0,5,0.0
455557,673507330_85110369098_973595,Test,1,3,0.3333333333333333
455589,257339453_57633669083_947156,Test,2,8,0.25
455589,637174462_68525609558_752508,Test,2,6,0.3333333333333333
455693,243958279_6404959120_474634,Control,1,4,0.25
456002,940414244_69467520586_683288,Control,0,5,0.0
456150,432427148_5823439610_627678,Test,0,6,0.0
456369,486855907_48161582206_8378,Test,0,5,0.0
456416,378271855_4934753425_391517,Test,0,5,0.0
456925,115843954_71935911792_841140,Test,0,5,0.0
456925,503386862_33740811722_138548,Test,2,8,0.25
457069,54523331_64058351462_693094,Control,0,5,0.0
457600,953896182_55090445324_403355,Test,1,5,0.2
457784,409584310_12710333664_227571,Test,0,2,0.0
457784,942690561_14434335191_532557,Test,0,2,0.0
458225,35008741_62533061525_261132,Test,0,6,0.0
458326,161580680_21350902730_908428,Test,0,2,0.0
458326,737897500_90265836375_624367,Test,0,5,0.0
458484,541148564_36220754817_503708,Control,0,5,0.0
458670,938978918_92921519034_539342,Test,0,6,0.0
458796,272144532_16988201473_5762,Control,0,5,0.0
459076,690730059_95674126520_813884,Test,0,4,0.0
459156,535287010_24260942201_875702,Control,0,5,0.0
459221,913310880_23972517382_374860,Test,1,4,0.25
459234,394239856_85211737742_882876,Test,0,3,0.0
459234,582941175_8439241022_197873,Test,0,5,0.0
459733,268765499_97144042855_263428,Test,0,5,0.0
460269,862637230_13692718938_95092,Test,0,5,0.0
460291,303149316_31157180690_968958,Control,0,5,0.0
460505,629594143_78657533149_579205,Control,0,5,0.0
460755,301723413_83061586749_434093,Control,1,3,0.3333333333333333
460755,412673325_30791663911_801484,Control,1,7,0.14285714285714285
460912,525812349_25313742012_113563,Control,0,5,0.0
461547,163349261_71242246062_650745,Test,0,5,0.0
461547,418629280_62415626117_229487,Test,4,9,0.4444444444444444
461591,97587086_50527183016_100804,Control,3,11,0.2727272727272727
461632,597635415_17184487205_656969,Test,1,3,0.3333333333333333
461846,800758398_71528448477_922708,Control,3,12,0.25
462526,836050397_60482958248_173112,Test,0,5,0.0
462674,992252250_78775691658_769954,Control,0,5,0.0
462910,434467839_74330501688_674228,Test,0,5,0.0
463023,363308671_27171141811_508397,Test,4,11,0.36363636363636365
463023,885118912_28252766236_920492,Test,0,5,0.0
463029,840945259_45368722262_696070,Test,0,5,0.0
463030,253237298_35134342081_19914,Control,0,5,0.0
463396,583366168_34603858243_561109,Test,3,10,0.3
463396,91073509_82937433412_810620,Test,0,5,0.0
463414,271758592_13484383662_149923,Test,0,5,0.0
463459,887339648_95583517243_143816,Test,0,5,0.0
463582,209380762_67086650107_51328,Control,0,4,0.0
463582,445223970_57694664528_914291,Control,0,4,0.0
464397,102777033_42146116298_112667,Test,0,5,0.0
464539,917499965_17560531554_747506,Test,1,4,0.25
464597,684363230_6351837740_597233,Control,0,2,0.0
464620,656425220_85656690338_961558,Control,0,5,0.0
465007,255213876_3862696870_594099,Test,2,7,0.2857142857142857
465007,366571413_65954021945_51310,Test,2,10,0.2
465007,41186292_28355769174_139687,Test,0,2,0.0
465007,432586790_73391505552_403496,Test,2,9,0.2222222222222222
465007,584072942_57474420382_920841,Test,1,5,0.2
465007,820090283_58581376462_851669,Test,0,10,0.0
465007,886206997_35817845_104505,Test,2,8,0.25
465007,913176085_70424353624_694505,Test,0,2,0.0
465007,926655489_88407480954_847844,Test,1,7,0.14285714285714285
465007,934939818_29878834192_724029,Test,0,3,0.0
465007,959232691_47520536555_7696,Test,1,6,0.16666666666666666
465162,10893632_5786602531_586085,Control,0,5,0.0
465367,809138248_79478330795_825413,Control,0,5,0.0
465525,213110027_50028612251_493310,Test,0,2,0.0
465564,697481527_56981188586_889490,Control,0,5,0.0
465607,167731202_44229331503_117631,Test,0,5,0.0
465749,916658654_90825535982_578407,Control,0,5,0.0
465982,148123152_37352850312_486974,Test,3,8,0.375
466140,263660633_28390588641_129027,Test,0,5,0.0
466142,105091881_38847710974_589990,Control,0,5,0.0
466142,212125337_78438277244_835589,Control,0,3,0.0
466526,407645752_21735731881_43029,Control,0,8,0.0
466588,120935858_51696777789_508866,Test,0,5,0.0
467103,115657946_78750396201_885141,Test,0,2,0.0
467103,404597829_97019563316_643281,Test,1,8,0.125
467229,688599232_15233447304_733052,Test,1,5,0.2
467367,621841498_83480276869_869712,Control,1,7,0.14285714285714285
467367,832094924_94176257578_920697,Control,0,2,0.0
467409,218221498_48367611456_313638,Test,0,5,0.0
468090,485699209_98305567625_462720,Test,0,9,0.0
468336,664086135_90630020449_727699,Control,0,5,0.0
468355,654547556_99810346231_922439,Test,1,7,0.14285714285714285
468552,199307956_1417621463_826500,Control,1,4,0.25
468570,799263870_72623106649_630124,Test,2,12,0.16666666666666666
468776,479705874_1801278903_528095,Test,0,5,0.0
469978,740432142_3458110959_406646,Control,0,2,0.0
469978,87672633_7284153813_532327,Control,0,2,0.0
470187,174934102_91583534156_52895,Test,0,3,0.0
470187,6197256_24658158892_988604,Test,0,2,0.0
470239,728042511_91773074502_354314,Control,1,7,0.14285714285714285
470365,523676419_14576600701_238995,Test,1,7,0.14285714285714285
470897,776547392_37266655636_438696,Test,1,9,0.1111111111111111
470897,947304770_35642190981_144815,Test,0,4,0.0
471388,171174451_92344929743_872191,Control,2,8,0.25
471388,557193585_76368973570_359902,Control,0,3,0.0
471388,803725035_84234302141_96129,Control,0,3,0.0
471388,805795347_673441121_811878,Control,0,3,0.0
471462,259976878_97343449582_750167,Control,0,5,0.0
471506,152527755_29222077375_847402,Control,0,2,0.0
471506,523461052_68927881733_467974,Control,2,6,0.3333333333333333
471506,8133809_32282752014_97628,Control,0,5,0.0
471506,816123932_51690904325_12193,Control,0,5,0.0
471520,449601619_81326955599_289069,Control,0,5,0.0
472078,393933658_45536681376_922228,Control,0,3,0.0
472078,531525138_65456111448_946790,Control,1,5,0.2
472078,990711688_46108388461_548989,Control,0,6,0.0
472102,482141475_17415608306_635966,Control,0,2,0.0
472271,227854354_99706168917_542431,Control,1,5,0.2
472352,994219045_28798817434_947984,Test,0,5,0.0
472382,657852218_27027447592_722976,Test,1,5,0.2
472433,489546667_53668706105_316302,Control,0,5,0.0
472614,120124142_31400324987_151847,Control,1,4,0.25
472754,301894128_6510783455_533441,Test,0,6,0.0
473108,868545189_12285670600_749629,Control,0,3,0.0
473328,472291799_97101329991_306056,Test,0,5,0.0
473555,924593242_28126286117_151927,Test,1,3,0.3333333333333333
473638,236394088_10458569372_91926,Test,0,2,0.0
473638,335436161_80389952603_27627,Test,0,2,0.0
473638,527436720_75467565618_51483,Test,0,3,0.0
473638,758970043_99171101752_896580,Test,0,7,0.0
473638,987894063_50454030530_135711,Test,0,2,0.0
473920,421771347_87477543638_509051,Test,0,5,0.0
474067,717163414_13142896999_74739,Control,0,5,0.0
475258,927611412_81534434705_814845,Control,0,5,0.0
475350,894235062_60394504920_254454,Control,1,8,0.125
475352,36958541_44483869529_253866,Control,0,2,0.0
475362,283296230_16510688373_30118,Control,1,6,0.16666666666666666
475362,347515616_69207048626_363426,Control,0,2,0.0
475431,561577085_78217879750_469395,Test,0,5,0.0
475544,645122335_17420590924_850681,Test,0,5,0.0
475897,127575601_61140812314_392500,Test,1,7,0.14285714285714285
475897,36991266_51031991824_518459,Test,1,4,0.25
475897,859264962_21164879177_227624,Test,0,3,0.0
475911,268021554_3411357489_598713,Test,0,5,0.0
476642,301140014_30515392530_278074,Test,0,5,0.0
477029,566315240_72519045058_816505,Test,1,7,0.14285714285714285
477588,413105705_38627401889_247740,Control,1,8,0.125
477656,485590177_75186785797_458622,Test,0,5,0.0
478156,348874332_2659197116_479141,Test,0,5,0.0
478194,750046099_81279188094_474387,Test,0,6,0.0
478688,340665929_46075122520_907098,Test,0,2,0.0
478733,470298809_7213859857_907877,Test,0,6,0.0
478735,222496248_34601969367_618495,Test,3,15,0.2
478808,778438094_93253982660_130560,Test,1,7,0.14285714285714285
478932,644539211_18018438756_326171,Test,0,2,0.0
479136,569070616_70990802926_960620,Control,0,5,0.0
479431,740493655_57248768753_922050,Control,0,3,0.0
479709,873068729_87480045095_781457,Control,0,2,0.0
480111,92037587_74487282628_144299,Control,1,4,0.25
480272,172471007_91302104124_843363,Test,0,5,0.0
480393,328719426_45611599108_755396,Test,0,5,0.0
480458,451224984_55344220807_574641,Test,0,5,0.0
480458,482836034_57915338498_439455,Test,3,7,0.42857142857142855
480458,877714090_17654374535_532824,Test,0,3,0.0
480458,961838056_83785428757_365534,Test,1,5,0.2
480811,477181484_26522614596_727759,Control,0,5,0.0
480836,355108219_40745613335_8452,Control,1,7,0.14285714285714285
480944,114087963_96612575896_676328,Control,0,2,0.0
480944,852139117_10056288985_705498,Control,0,5,0.0
480995,832158260_20243222073_132103,Test,0,5,0.0
481268,869861257_1386136209_754697,Test,0,3,0.0
481539,749161913_95088732350_975083,Test,0,5,0.0
481553,6154786_46214537767_430191,Control,0,5,0.0
481960,627269352_16557498244_423051,Test,1,5,0.2
482346,136142804_60110892984_84996,Control,0,5,0.0
482558,910746300_47493228491_451095,Test,0,5,0.0
482692,520150395_32614214785_148668,Control,0,5,0.0
483041,557786093_64630812149_441268,Control,0,5,0.0
483041,89067804_45963332830_858123,Control,0,4,0.0
483080,628389824_85184557018_994649,Control,0,5,0.0
483156,57900448_61596800629_229689,Test,1,8,0.125
483740,53330829_64073500104_981090,Test,0,5,0.0
483783,166104636_84950934155_124472,Control,0,4,0.0
484134,666271313_22934783433_321308,Test,1,6,0.16666666666666666
484134,976530311_74089079248_83297,Test,0,2,0.0
484325,277596112_34139334880_706630,Test,0,4,0.0
484325,483138901_32743564823_274091,Test,0,5,0.0
484325,644395605_76668748148_221299,Test,0,6,0.0
484375,709427732_18039010235_422415,Control,0,6,0.0
484481,901369538_67813748470_793298,Test,1,3,0.3333333333333333
484640,514521311_61289431788_157652,Test,1,4,0.25
485005,748823590_99668496309_270542,Test,0,6,0.0
485243,36449613_89468063552_979321,Test,1,4,0.25
485353,793830454_89053028672_115527,Test,0,5,0.0
485476,310166098_23684905486_712591,Test,1,5,0.2
485476,81991788_42968066239_331370,Test,0,5,0.0
485533,266664877_47527919307_224009,Control,1,7,0.14285714285714285
485563,588170781_86706200767_542457,Control,0,5,0.0
486476,477217751_86193457204_413149,Test,0,5,0.0
486496,132271947_11731722669_605414,Control,0,6,0.0
486496,50392524_53288437729_580011,Control,0,2,0.0
486496,979049678_92565264477_282981,Control,0,2,0.0
486527,267249199_41423321787_67629,Test,1,6,0.16666666666666666
486527,779493204_42148144026_612327,Test,0,3,0.0
486643,209924490_56473632525_772407,Control,0,5,0.0
486844,298250961_42032772182_189448,Test,0,6,0.0
486844,557666673_47568310454_268211,Test,5,15,0.3333333333333333
487056,900146032_51758224663_265032,Test,0,5,0.0
487248,337263733_7833832470_712986,Control,0,5,0.0
487255,813530716_79474355669_666810,Control,0,5,0.0
487462,811173635_15714805005_568871,Test,0,5,0.0
487469,293000951_96199170319_988704,Test,1,7,0.14285714285714285
487726,124745559_88209710362_553144,Control,0,3,0.0
487726,17954151_39378117473_391843,Control,0,2,0.0
487803,926865089_20493933778_928698,Test,0,4,0.0
487901,559172499_13371479386_33482,Control,0,5,0.0
488573,987358763_52337283563_119572,Test,1,7,0.14285714285714285
488930,896118873_74954920036_173715,Control,0,2,0.0
488930,921244667_99875439492_822259,Control,1,7,0.14285714285714285
489091,255427459_7159424426_661495,Control,0,5,0.0
489500,417754946_15147806483_997210,Control,1,8,0.125
490151,352837600_72950658211_124247,Test,1,14,0.07142857142857142
490151,546607750_73760642001_722186,Test,0,5,0.0
490297,72578634_34561730524_345835,Control,0,3,0.0
490297,768580789_96289109052_444243,Control,0,2,0.0
491581,223525508_29361023157_885369,Test,0,2,0.0
491581,866260895_94814352040_432868,Test,0,3,0.0
491596,317356120_42943833718_427356,Test,0,5,0.0
491596,613376002_90446027318_3048,Test,4,9,0.4444444444444444
491620,853862640_71923190936_16684,Control,0,5,0.0
491746,400191448_75432034748_443730,Test,0,4,0.0
491746,762458399_9733290175_700950,Test,0,3,0.0
491779,429383599_22567890484_278877,Control,0,2,0.0
491779,499512411_74330806699_262780,Control,0,6,0.0
491935,155841447_48575423849_490141,Control,0,3,0.0
492655,442075091_98918385289_484061,Control,0,6,0.0
492655,998481206_41595890871_317961,Control,0,3,0.0
492736,207840007_89382968259_221581,Test,1,8,0.125
492736,632797606_34113166534_709905,Test,2,7,0.2857142857142857
492736,782914411_69387246659_963902,Test,1,5,0.2
492751,409306021_8881113789_261285,Control,0,5,0.0
493083,624885461_23819465294_195388,Control,0,5,0.0
493186,52673636_81836671476_117469,Control,1,6,0.16666666666666666
493194,206808780_8538656366_339107,Control,0,5,0.0
493311,997096178_97812354544_866012,Control,0,7,0.0
493608,122708419_21799297007_972510,Test,0,6,0.0
493608,303015451_14354245535_373503,Test,1,4,0.25
494159,817140705_23250494142_61426,Control,0,5,0.0
494367,854675353_30583795395_604827,Test,0,3,0.0
494367,926775962_36656743234_766652,Test,0,5,0.0
494576,107761855_65378484307_236886,Test,4,9,0.4444444444444444
494597,839453228_24030263212_278476,Test,0,5,0.0
495030,638737431_88111533341_505354,Control,3,8,0.375
495030,668334974_34994547264_922641,Control,1,4,0.25
495241,266518946_31806017993_660729,Test,0,6,0.0
495241,631482721_54043474430_643600,Test,0,2,0.0
495317,277902656_31746574418_904029,Control,0,5,0.0
495547,613165561_58917248980_661234,Test,0,5,0.0
496578,660513338_91922146413_651078,Control,1,7,0.14285714285714285
496903,195973843_44667507109_833254,Test,0,2,0.0
497019,587618732_60602575529_330375,Test,0,5,0.0
497209,619238072_38195304712_414546,Test,0,5,0.0
497746,872020609_7575254800_491395,Test,0,5,0.0
497986,376620820_14547668180_459315,Control,0,5,0.0
497996,543595791_56102798399_567535,Test,0,2,0.0
498135,861846479_61899238601_422103,Test,6,15,0.4
498584,71598606_42705645202_68720,Control,0,3,0.0
499278,102732284_85491431716_901533,Control,1,6,0.16666666666666666
499278,279550190_11640555740_336182,Control,0,2,0.0
499330,315065657_48280200220_239190,Control,0,5,0.0
499699,448697252_18487856403_508452,Test,0,4,0.0
499699,498367309_16527371675_500804,Test,0,2,0.0
499699,920547763_55514092520_692717,Test,0,7,0.0
499985,638056947_35922515176_118753,Test,0,3,0.0
500449,161122679_96919131821_67956,Test,0,6,0.0
500483,265573842_35208226324_311662,Test,2,10,0.2
500488,734128109_78396851846_38324,Test,0,7,0.0
501190,567548092_1392939322_850038,Test,0,6,0.0
501214,951082863_24678579361_211427,Test,0,5,0.0
501215,596583041_38720590153_493948,Test,0,3,0.0
501215,688432846_13609202828_106842,Test,3,8,0.375
501426,750036286_29323274369_114748,Test,1,7,0.14285714285714285
501472,59821517_25729310567_462569,Test,1,7,0.14285714285714285
501472,761595485_35024154575_625486,Test,0,2,0.0
501496,540064223_23899933167_391847,Test,0,5,0.0
502017,992335960_94574667519_165962,Control,0,5,0.0
502969,764619340_47021345248_438194,Test,0,5,0.0
503051,963412574_37079836777_355352,Control,0,3,0.0
503064,212888224_67942886214_589513,Control,0,2,0.0
503070,379957549_58249586072_124721,Control,0,4,0.0
504667,661138039_98652891254_82706,Test,1,4,0.25
504980,357755378_12740063054_824864,Test,0,5,0.0
505572,867963378_13745639818_209739,Control,0,5,0.0
505697,109132633_20568558069_243264,Test,0,4,0.0
505697,59788389_59311738242_482159,Test,0,3,0.0
505697,610643759_59945832177_540759,Test,1,3,0.3333333333333333
505697,74297016_5019202977_658110,Test,0,3,0.0
505849,602605430_80524044543_757934,Control,1,5,0.2
505918,565395106_753406891_821633,Test,1,7,0.14285714285714285
506086,721065379_38396426258_728801,Test,0,3,0.0
506107,985310264_12992417574_471037,Control,1,9,0.1111111111111111
506320,486089123_79089956097_587388,Control,0,5,0.0
506333,706867117_14221628750_149144,Control,0,5,0.0
506479,858417651_18237987785_66753,Test,0,4,0.0
506615,572291911_80613755735_573548,Test,0,5,0.0
507138,387800350_69710314983_578142,Control,0,5,0.0
507290,200827274_88708804706_343871,Test,2,9,0.2222222222222222
507390,123945240_15049563182_509668,Control,0,6,0.0
507610,403208878_50489565753_564685,Control,0,7,0.0
507610,539740016_976290245_257040,Control,1,5,0.2
507610,930469260_85346159235_600484,Control,0,2,0.0
507618,460629385_99951171000_487173,Test,0,5,0.0
507874,221272098_99531229704_56360,Control,0,5,0.0
507874,568361136_37314536749_965050,Control,0,2,0.0
507892,325867922_11286038616_439376,Control,0,4,0.0
507915,964822606_23383946632_397365,Test,0,5,0.0
508099,204556827_92340188092_533180,Test,1,7,0.14285714285714285
508099,465283622_79452071278_772225,Test,0,4,0.0
509310,346815839_49285279826_619199,Control,0,5,0.0
509544,852483617_6220897394_741516,Control,0,5,0.0
509746,42526098_9001835393_932831,Test,0,5,0.0
510139,151590104_93646432285_278037,Control,1,6,0.16666666666666666
510186,232291661_84055199869_782288,Test,0,6,0.0
510497,613272656_82686084548_63194,Test,1,9,0.1111111111111111
510580,375239509_25330249404_806469,Test,0,6,0.0
510867,97408305_18714439337_160532,Test,1,9,0.1111111111111111
